idxUp,idxLow,midUp,midLow,ringUp,ringLow,thumb,pinky,label
128,16,141,89,82,46,27,102,fist
126,15,141,88,82,48,28,102,fist
128,15,141,88,84,48,27,102,fist
126,15,141,88,82,45,28,102,fist
126,15,141,88,84,46,30,102,fist
128,16,140,89,84,45,31,102,fist
128,16,140,89,84,45,35,102,fist
128,16,140,88,84,45,35,102,fist
128,16,140,89,84,45,35,102,fist
128,16,139,88,84,46,33,102,fist
128,16,140,89,84,45,33,102,fist
130,16,140,89,84,44,33,101,fist
130,16,140,89,84,44,33,101,fist
130,16,139,89,82,44,33,101,fist
128,18,140,89,82,44,31,101,fist
128,16,140,89,84,45,31,101,fist
128,16,140,89,84,44,31,102,fist
128,16,140,88,82,44,30,102,fist
128,19,139,88,84,44,31,101,fist
128,20,139,88,85,44,33,102,fist
128,20,139,88,87,44,35,102,fist
126,20,138,88,85,44,33,102,fist
126,20,138,88,85,44,31,101,fist
126,20,138,88,85,44,33,101,fist
126,20,138,88,84,48,35,101,fist
126,20,138,87,84,48,33,101,fist
128,20,138,88,85,48,31,101,fist
128,20,138,88,84,46,33,99,fist
128,18,138,88,82,46,31,99,fist
130,18,138,88,82,46,31,96,fist
128,18,138,88,80,46,30,96,fist
128,18,138,88,80,46,28,98,fist
126,16,137,88,82,46,28,99,fist
126,13,137,87,84,46,30,99,fist
126,13,137,87,84,43,30,99,fist
126,15,137,88,84,43,30,99,fist
126,15,137,88,84,43,30,99,fist
126,13,138,88,82,44,30,101,fist
123,13,138,88,82,44,30,99,fist
123,13,138,88,82,44,28,101,fist
123,13,138,88,82,43,28,101,fist
126,13,138,89,80,44,30,91,fist
123,15,138,88,80,44,31,91,fist
126,16,138,88,80,44,30,91,fist
123,16,137,88,80,44,30,91,fist
126,16,138,88,80,44,30,91,fist
126,16,138,87,82,44,30,91,fist
126,16,137,87,82,44,28,83,fist
126,18,137,87,80,44,28,85,fist
123,18,137,88,80,44,30,85,fist
123,16,137,88,80,44,28,83,fist
123,16,137,88,82,44,28,91,fist
126,16,137,88,82,44,28,90,fist
128,15,136,89,82,43,28,88,fist
128,15,136,89,82,43,28,88,fist
128,16,136,88,82,43,28,90,fist
126,16,136,88,84,44,28,90,fist
126,15,137,89,82,43,27,98,fist
123,15,137,88,84,43,27,98,fist
126,13,137,87,85,43,27,98,fist
123,13,137,87,84,43,28,99,fist
123,13,137,87,84,43,28,99,fist
123,13,137,87,87,43,25,102,fist
121,16,137,87,87,44,27,101,fist
119,16,137,87,89,44,25,102,fist
121,15,137,87,87,43,27,101,fist
121,15,137,88,87,43,28,101,fist
121,15,137,87,89,43,28,102,fist
121,13,138,88,89,41,30,102,fist
119,16,138,88,89,41,27,102,fist
121,16,137,88,90,41,28,102,fist
121,16,137,88,90,40,27,102,fist
121,16,137,88,85,40,27,102,fist
121,16,136,88,84,39,27,102,fist
123,16,136,88,82,39,27,101,fist
123,16,135,88,82,40,28,101,fist
123,16,135,87,82,40,27,102,fist
123,18,135,88,82,40,27,102,fist
126,18,135,87,82,40,27,102,fist
126,18,135,87,80,41,28,102,fist
126,16,136,87,79,41,28,102,fist
123,16,136,87,80,41,28,102,fist
126,16,136,87,80,41,28,109,fist
123,16,137,87,80,41,28,109,fist
121,15,137,87,80,40,30,109,fist
121,15,137,87,79,40,30,109,fist
119,15,137,87,77,39,31,107,fist
119,15,137,87,79,39,31,107,fist
